,Symbol,Current_Price,Engullfin,Trustinline,TweezerBottom,RsiComparator,RsiComparatorTreand,ConsolNarrowRange,BreakoutNarrowRange,BreakoutWideRange,LifeTimeHighZone,VPConvergence,VPDivergence,SellingClimax,PickVolumeBreakout
0,3MINDIA,23108.0,,,,,DownTrend,,,,,,,,
1,AARTIDRUGS,460.0,,,,,DownTrend,,,,,Yes,,,
2,AAVAS,1890.0,,,,,DownTrend,Yes,,,,,,,
3,ABB,2975.0,,,,,DownTrend,,,,,,,,
4,ABBOTINDIA,20059.0,,,,,DownTrend,Yes,,,,,Yes,,
5,ABCAPITAL,158.0,,,,,UpTrend,,Yes,1008,,Yes,,,
6,ABFRL,315.0,,,,,DownTrend,,,,,,Yes,,
7,ABSLAMC,438.0,,,,,DownTrend,,Yes,,,,Yes,,
8,ACC,2621.0,,,,,DownTrend,,Yes,21,Yes,,Yes,,
9,ACCELYA,1687.0,,,,,DownTrend,Yes,,,,,Yes,,
10,ACE,332.0,,,,,DownTrend,Yes,,,,,Yes,,
11,ADANIENT,3930.0,,,,,DownTrend,,,,Yes,,Yes,,
12,ADANIGREEN,2042.0,,,,,DownTrend,Yes,,,,,,,
13,ADANIPORTS,893.0,,,,,DownTrend,,,,,,Yes,,
14,ADANITRANS,2716.0,,,,,DownTrend,Yes,,,,,,,
15,ADVENZYMES,307.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,Yes wait for breakout of resistance => 307.1499938964844
16,AEGISCHEM,329.0,,,,,DownTrend,Yes,,,,,Yes,,
17,AETHER,911.0,,,,,DownTrend,Yes,,,,,,,
18,AFFLE,1231.0,,,,,DownTrend,Yes,,,,,,,
19,AGI,321.0,,,,Yes,UpTrend,,Yes,,Yes,Yes,,,
20,AHLUCONT,439.0,,,,,DownTrend,,,,Yes,,Yes,,
21,AIAENG,2750.0,,,,,UpTrend,Yes,,,,,Yes,,
22,AJANTPHARM,1259.0,,,,,DownTrend,Yes,,,Yes,Yes,,,
23,AKZOINDIA,2302.0,,,,,DownTrend,,,,,,,,
24,ALEMBICLTD,78.0,,,,Yes,DownTrend,,Yes,126,,Yes,,,
25,ALKEM,3119.0,,,,,UpTrend,,,,,,Yes,,
26,ALKYLAMINE,2798.0,,,,,UpTrend,,,,,,Yes,,
27,ALLCARGO,425.0,,,,,DownTrend,Yes,,,,,,,
28,ALOKINDS,16.0,,,,,DownTrend,Yes,,,,,Yes,,
29,AMARAJABAT,659.0,,,,,DownTrend,,Yes,252,,,Yes,,
30,AMBER,2048.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
31,AMBUJACEM,573.0,,,,,DownTrend,,,,,,Yes,,
32,AMIORG,989.0,,,,,DownTrend,Yes,,,,,Yes,,
33,AMRUTANJAN,706.0,,,,,DownTrend,,,,,,,,
34,ANANDRATHI,707.0,,,,,DownTrend,,,,,Yes,,,
35,ANANTRAJ,101.0,,,,,DownTrend,Yes,,,,,,,
36,ANDHRSUGAR,137.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
37,ANGELONE,1541.0,,,,,UpTrend,Yes,,,,Yes,,,
38,ANURAS,719.0,,,,,DownTrend,,,,,,,,
39,APARINDS,1565.0,,,,,DownTrend,Yes,,,,,Yes,,
40,APCOTEXIND,485.0,,,,,DownTrend,,,,,,,,
41,APLAPOLLO,1142.0,,,,,DownTrend,Yes,,,,Yes,,,
42,APLLTD,596.0,,,,,DownTrend,Yes,,,,,,,
43,APOLLOHOSP,4778.0,,,,,DownTrend,Yes,,,,,Yes,,
44,APOLLOPIPE,513.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
45,APOLLOTYRE,318.0,,,,,DownTrend,Yes,,,,,Yes,,
46,APTUS,312.0,,,,,DownTrend,,,,,,,,
47,ARVIND,101.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
48,ARVINDFASN,330.0,,,,,DownTrend,Yes,,,,,,,
49,ASAHIINDIA,614.0,,,,,DownTrend,,,,Yes,,,,
50,ASHOKA,80.0,,,,,DownTrend,Yes,,,,Yes,,,
51,ASHOKLEY,147.0,,,,,DownTrend,,,,,,,,
52,ASIANPAINT,3156.0,,,,,DownTrend,,,,,Yes,,,
53,ASTEC,1960.0,,,,,DownTrend,Yes,,,,,,,
54,ASTERDM,231.0,,,,,DownTrend,Yes,,,,,Yes,,
55,ASTRAL,2040.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
56,ASTRAMICRO,306.0,,,,,DownTrend,Yes,,,,,Yes,,
57,ASTRAZEN,3304.0,,,,,DownTrend,,,,,,,,
58,ATGL,3590.0,,,,,DownTrend,Yes,,,,,Yes,,
59,ATUL,8818.0,,,,,DownTrend,Yes,,,,,Yes,,
60,AUBANK,651.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
61,AUROPHARMA,465.0,,,,,DownTrend,,,,,,,,
62,AUTOAXLES,1973.0,,,,,DownTrend,,,,,,,,
63,AVANTIFEED,401.0,,,,,DownTrend,Yes,,,,,Yes,,
64,AWL,639.0,,,,,DownTrend,,,,,,,,
65,AXISBANK,899.0,,,,,DownTrend,Yes,,,,,Yes,,
66,BAJAJ-AUTO,3659.0,,,,,DownTrend,,,,,,,,
67,BAJAJCON,175.0,,,,Yes,UpTrend,,Yes,126,,Yes,,,
68,BAJAJELEC,1114.0,,,,,DownTrend,Yes,,,,Yes,,,
69,BAJAJFINSV,1634.0,,,,,DownTrend,,,,,,,,
70,BAJAJHIND,16.0,,,,Yes,DownTrend,,Yes,126,,Yes,,,Yes wait for breakout of resistance => 16.200000762939453
71,BAJAJHLDNG,6257.0,,,,,DownTrend,Yes,,,,,,,
72,BAJFINANCE,6660.0,,,,,DownTrend,,,,,,Yes,,
73,BALAMINES,2932.0,,,,,DownTrend,Yes,,,,,Yes,,
74,BALKRISIND,2064.0,,,,,DownTrend,,Yes,,,,Yes,,
75,BALMLAWRIE,122.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
76,BALRAMCHIN,383.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
77,BANDHANBNK,240.0,,,,,DownTrend,,Yes,21,,,Yes,,
78,BANKBARODA,171.0,,,,,DownTrend,,Yes,,,,Yes,,
79,BANKINDIA,86.0,,,,,DownTrend,,Yes,252,,,Yes,,
80,BARBEQUE,1050.0,,,,,DownTrend,Yes,,,,,,,
81,BASF,2651.0,,,,,DownTrend,,,,,,,,
82,BATAINDIA,1735.0,,,,,DownTrend,,,,,,Yes,,
83,BAYERCROP,4635.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
84,BBTC,1036.0,,,,,UpTrend,,Yes,126,,Yes,,,
85,BCG,33.0,,,,,DownTrend,Yes,,,,,Yes,,
86,BDL,962.0,,,,,UpTrend,,,,,,Yes,,
87,BECTORFOOD,436.0,,,,,UpTrend,,Yes,,,,Yes,,
88,BEL,107.0,,,,Yes,DownTrend,Yes,,,Yes,Yes,,,
89,BEPL,116.0,,,,,DownTrend,Yes,,,,,Yes,,
90,BERGEPAINT,622.0,,,,,DownTrend,,,,,Yes,,,
91,BESTAGRO,1709.0,,,,,DownTrend,,Yes,2510,,Yes,,,
92,BFUTILITIE,418.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
93,BHARATFORG,847.0,,,,,DownTrend,,,,,,Yes,,
94,BHARATRAS,10135.0,,,,,DownTrend,,,,Yes,,,,
95,BHARTIARTL,844.0,,,,,DownTrend,,,,,,Yes,,
96,BHEL,87.0,,,,,DownTrend,Yes,,,,Yes,,,
97,BIOCON,279.0,,,,,DownTrend,,,,,,,,
98,BIRLACORPN,978.0,,,,,DownTrend,Yes,,,,,Yes,,
99,BLS,369.0,,,,,DownTrend,Yes,,,,Yes,,,
100,BLUEDART,7572.0,,,,,DownTrend,Yes,,,,,Yes,,
101,BLUESTARCO,1226.0,,,,,DownTrend,Yes,,,,,Yes,,
102,BOMDYEING,86.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
103,BOROLTD,420.0,,,,,DownTrend,Yes,,,,,Yes,,
104,BORORENEW,546.0,,,,,DownTrend,Yes,,,,Yes,,,
105,BOSCHLTD,17198.0,,,,,DownTrend,,Yes,,,Yes,,,
106,BPCL,338.0,,,,Yes,DownTrend,Yes,,,,,Yes,,
107,BRIGADE,498.0,,,,,DownTrend,Yes,,,,,Yes,,
108,BRITANNIA,4403.0,,,,,UpTrend,Yes,,,,,Yes,,
109,BSE,570.0,,,,,DownTrend,,,,,,,,
110,BSOFT,329.0,,,,Yes,DownTrend,Yes,,,,Yes,,,
111,BUTTERFLY,1588.0,,,,,UpTrend,Yes,,,,,Yes,,
112,CAMLINFINE,154.0,,,,,DownTrend,Yes,,,,,,,
113,CAMPUS,461.0,,,,Yes,DownTrend,,Yes,,Yes,,Yes,,
114,CAMS,2298.0,,"Bullish TrustingLine pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 2275.45",,,DownTrend,,,,,,,,
115,CANBK,322.0,,,,,DownTrend,Yes,,,,,Yes,,
116,CANFINHOME,563.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,
117,CAPLIPOINT,765.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
118,CARBORUNIV,849.0,,,,,DownTrend,Yes,,,,,Yes,,
119,CARERATING,578.0,,,,,UpTrend,,Yes,189,,Yes,,,
120,CARTRADE,514.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
121,CARYSIL,509.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
122,CASTROLIND,130.0,,,,,DownTrend,,,,,,Yes,,
123,CCL,509.0,,,,,DownTrend,Yes,,,,,Yes,,
124,CDSL,1233.0,,,,,UpTrend,,,,,,Yes,,
125,CEATLTD,1895.0,,,,,DownTrend,Yes,,,,,Yes,,
126,CENTRALBK,25.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
127,CENTURYPLY,570.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
128,CENTURYTEX,806.0,,,,,DownTrend,,,,,Yes,,,
129,CERA,5418.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
130,CESC,75.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
131,CGCL,757.0,,,,,DownTrend,,Yes,21,Yes,Yes,,,Yes wait for breakout of resistance => 757.0499877929688
132,CGPOWER,281.0,,"Bullish TrustingLine pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 278.15",,,DownTrend,Yes,,,,Yes,,,
133,CHALET,367.0,,,,,DownTrend,Yes,,,,,Yes,,
134,CHAMBLFERT,309.0,,"Bullish TrustingLine pattern ... 
 Entry on current Close and exit on next 5th candle close 
stop_loss only on days close = 302.05",,,DownTrend,,Yes,,,Yes,,,
135,CHEMPLASTS,440.0,,,,,DownTrend,,Yes,21,Yes,,Yes,,
136,CHENNPETRO,218.0,,,,,DownTrend,,Yes,21,Yes,,Yes,,
137,CHOICEIN,270.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
138,CHOLAFIN,737.0,,,,,DownTrend,,Yes,,Yes,,Yes,,
139,CHOLAHLDNG,604.0,,,,,DownTrend,,,,,,Yes,,
140,CIGNITITEC,556.0,,,,,DownTrend,Yes,,,Yes,Yes,,,
141,CIPLA,1115.0,,,,,DownTrend,,,,,,Yes,,
142,CLEAN,1558.0,,,,,DownTrend,,Yes,,Yes,Yes,,,
143,CMSINFO,333.0,,,,,DownTrend,,,,,,,,
144,COALINDIA,231.0,,,,,DownTrend,,,,Yes,,Yes,,
145,COCHINSHIP,661.0,,,,,DownTrend,Yes,,,,,Yes,,
146,COFORGE,4191.0,,,,,DownTrend,Yes,,,,,Yes,,
147,COLPAL,1598.0,,,,,DownTrend,,,,,Yes,,,
148,CONCOR,776.0,,,,,DownTrend,Yes,,,,,Yes,,
149,CONFIPET,79.0,,,,,DownTrend,Yes,,,Yes,,Yes,,
150,COROMANDEL,921.0,,,,,DownTrend,,,,,,Yes,,
151,COSMOFIRST,827.0,,,,,UpTrend,Yes,,,,,Yes,,
